0.000000,0.000000,1.000000,2.000000,3.000000,4.000000
1.000000,43.139493,52.685471,70.957653,49.467633,92.015150
2.000000,63.133005,23.032664,87.749603,22.375210,8.996902
3.000000,58.446167,9.457437,2.571657,40.357168,61.184179
4.000000,36.183471,25.351975,49.068944,16.094997,88.962058
5.000000,55.537708,84.463526,43.515652,93.131480,30.229563
6.000000,9.435820,31.167627,76.109948,17.013644,92.310268
7.000000,22.555261,7.987644,66.566572,18.123935,14.196569
8.000000,1.869816,53.757390,14.542212,2.120580,62.840703
9.000000,22.887318,64.265194,19.875069,17.836759,63.251910
